ParticipantID,GainDetected,DeltaPosMagnitude,DeltaDir,DeltaTime,ResetActive,S2CActive,AC2FActive,NoDistractorActive,ContrabassDistractorActive,OboeDistractorActive,HarpsichordDistractorActive,ViolinDistractorActive,GlockenspielDistractorActive,NoGainApplied,NegativeRotationGainApplied,PositiveRotationGainApplied,CurvatureGainApplied,CurrentRotationGainAgainst,CurrentRotationGainWith,CurrentCurvatureGainRadius,NoGainRatioDuringDetection,NegativeRotationGainRatioDuringDetection,PositiveRotationGainRatioDuringDetection,CurvatureGainRatioDuringDetection,MostLikelyDetectedGain,TimeSinceExperimentStart
0,0,0,0,0.0068441,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.04425
0,0,0,0,0.0068446,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.050849
0,0,0,0,0.0068436,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.057654
0,0,0,0,0.0068443,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.064802
0,0,0,0,0.0068444,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.071332
0,0,0,0,0.0068449,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.078184
0,0,0,0,0.0069041,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.085358
0,0,0,0,0.0069812,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.092058
0,0,0,0,0.0070095,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.099073
0,0,0,0,0.0069521,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.106305
0,0,0,0,0.0063746,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.112384
0,0,0,0,0.0068447,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.119231
0,0,0,0,0.0068444,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.126367
0,0,0,0,0.0069069,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.132992
0,0,0,0,0.0069716,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.139982
0,0,0,0,0.0069481,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.147179
0,0,0,0,0.0065507,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.153435
0,0,0,0,0.0068449,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.2,0.49,7.5,0.000,0.000,0.000,0.000,0,1.160286
